d,n,eps_c,eps_m,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std
30,100,0.01,0.05,0.01,1905384413.916346,1774343487288.6826,1990723851.23155,1806208765300.6787,2540567587.1447434,9609632224.42483,3.5113112889680224e-31,2688140395.630463,9986832624.37009,0.0003319538804134659,2197398480.450167,2054560395052.1086,3107942817.0388985,11046780388.479544,2306132711.387895,2028297257651.3293,3260833136.790043,11766434242.251457,3.5113112889680224e-31,3.5113112889680224e-31,1778059887412.9048,0.0,0.0,2090657964036.1978
30,100,0.01,0.05,0.1,2102294.486254825,1891187101.4016836,2707764.5095254793,2480539590.9493027,2749004.9226471903,10412616.216467805,3.5113112889680224e-31,3631716.341176045,13384064.088653222,0.0019653977669751807,2467777.7663564086,2223645779.22431,3319654.4243944804,12455509.453019114,2488660.9832798867,2333509807.849869,3504270.910323594,12336823.689515306,3.5113112889680224e-31,3.5113112889680224e-31,1885300711.8788407,0.0,0.0,2212098136.013061
30,100,0.01,0.05,0.5,18976.97906542994,17333645.76632284,47657.84196242623,44267969.38165797,24885.23265303961,93531.66370320218,3.5113112889680224e-31,63724.1348355743,239609.43898351098,0.0035784629854787187,21698.043884387494,19647029.968795903,29999.727812704386,113913.54105454584,26215.561066792558,25367308.383825622,39365.39895979867,138708.297971263,3.5113112889680224e-31,3.5113112889680224e-31,17028059.37601941,0.0,0.0,19176113.403648756
30,100,0.01,0.05,1.0,2628.066182640169,2387936.819275903,10569.8719491005,9729884.181127038,3494.5972135042325,13022.88677351138,3.5113112889680224e-31,14078.582410654908,52563.844714467705,0.004288872120028167,3145.3462068375343,2784861.853306965,4151.4561514442685,15505.94696258463,4867.754749128324,4475273.5060762,7304.804274736637,24622.26202170092,3.5113112889680224e-31,3.5113112889680224e-31,2354224.2084764214,0.0,0.0,2735201.012934707
30,100,0.01,0.05,3.0,120.78910225514032,110814.0272846589,1217.7933166373602,1111225.7592718226,159.51035898725124,599.6175633113334,3.5113112889680224e-31,1617.3236617863088,6062.884796371555,0.005836399994095635,142.7311456593324,128491.15469995269,196.40592190585738,708.9018832794337,463.42011304096735,427284.25305346906,733.7454257188617,2453.2647933953735,3.5113112889680224e-31,3.5113112889680224e-31,107924.85792087948,0.0,0.0,122241.62301214856
30,100,0.01,0.05,5.0,29.33659519647276,26770.1152246492,480.017041299952,437971.75577222154,39.52910928116895,143.65340354116316,3.5113112889680224e-31,644.4474627057255,2410.917581499716,0.0067909609393411695,34.393418090059775,31177.431861408113,49.09659860952081,168.97926810260898,178.32433059224698,165094.2215693909,289.8507871726782,961.5080555956241,3.5113112889680224e-31,3.5113112889680224e-31,26500.463992013447,0.0,0.0,30401.107511907765
30,100,0.01,0.05,7.0,11.891632749019916,10891.900722851136,267.55166062318347,245149.8040758337,15.905434700219411,58.787759294282424,3.5113112889680224e-31,358.56841702542283,1336.9562512518312,0.007468569510989973,13.852980868883117,12786.198457764207,19.61793650337184,69.56101797443222,98.22550950850832,90775.32190477556,161.00195696850366,525.2446964420709,3.5113112889680224e-31,3.5113112889680224e-31,10780.564950351978,0.0,0.0,12965.441077828114
30,100,0.01,0.05,10.0,4.6919624371667465,4317.225522605064,147.60303986448446,134970.03505769023,6.102290733831848,22.847200852668035,3.5113112889680224e-31,196.30267538607092,736.0737287638735,0.008187676466195335,5.418055552595325,5104.870608838856,7.4053475115438046,26.477725863123677,55.58039875302278,50185.917550511964,87.208810703109,290.3871948469937,3.5113112889680224e-31,3.5113112889680224e-31,4186.395316374394,0.0,0.0,4889.529553983479
30,100,0.01,0.05,15.0,1.5932717117984627,1447.9508448182191,75.26727065776313,69127.69668710104,2.135793892525335,8.08419917141036,3.5113112889680224e-31,101.18628456155861,379.1923854117882,0.008954832186371532,1.8283357137616605,1668.592053850232,2.600100483984619,9.534370345360157,27.558169087566977,25603.618113249555,44.743693082566786,149.51610069627813,3.5113112889680224e-31,3.5113112889680224e-31,1484.800584033659,0.0,0.0,1740.0318164354255
30,100,0.01,0.05,20.0,0.7690156865221607,701.5542171726926,47.6174010231099,43505.74489877365,1.0248232140534836,3.8441411868039803,3.5113112889680224e-31,63.637200730010214,239.76114274211167,0.009440961643857198,0.8815570552255066,827.7114807171822,1.2315926358271172,4.5208778839864605,17.56204836854378,16036.922144952428,28.102488685237066,93.22046953809588,3.5113112889680224e-31,3.5113112889680224e-31,703.9360240573122,0.0,0.0,825.9223945448377
30,100,0.01,0.05,25.0,0.44196902643077773,398.1324531703154,33.99371791398908,30925.67557766014,0.5840257202094182,2.18043831646079,3.5113112889680224e-31,44.78017264063514,170.64965957245232,0.00977674986862619,0.5074176472205714,465.7652813684559,0.7064058687020704,2.5559961711174557,12.56453468187762,11471.842172460088,19.396206732613994,67.6211379891162,3.5113112889680224e-31,3.5113112889680224e-31,401.2674703869197,0.0,0.0,467.2981369399258
